Date,Open,High,Low,Close,Adj Close,Volume
2021-09-24,77600,77700,77100,77300,76934.27344,12247274
2021-09-27,77300,77700,77000,77700,77332.375,11699798
2021-09-28,77700,77800,76200,76300,75939,15406382
2021-09-29,74800,75300,73800,74100,74100,23992458
2021-09-30,74300,74800,73700,74100,74100,19919361
2021-10-01,73900,74000,72900,73200,73200,15803395
2021-10-05,73000,73000,71400,72200,72200,24013921
2021-10-06,72600,72800,71200,71300,71300,18956962
2021-10-07,71600,72100,71300,71600,71600,13683532
2021-10-08,72300,72400,71500,71500,71500,14043287
2021-10-12,70700,70900,68700,69000,69000,31001484
2021-10-13,68700,69600,68300,68800,68800,24172015
2021-10-14,69000,69800,68800,69400,69400,19520641
2021-10-15,70200,71000,70000,70100,70100,18051612
2021-10-18,70200,70300,69200,70200,70200,13486391
2021-10-19,70800,71000,70400,70600,70600,9507991
2021-10-20,70700,71000,70200,70300,70300,10151638
2021-10-21,70300,70600,70000,70200,70200,10891094
2021-10-22,70000,70700,70000,70400,70400,8395448
2021-10-25,69900,70600,69500,70200,70200,10029621
2021-10-26,70600,71500,70400,71100,71100,10528252
2021-10-27,71000,71000,70000,70100,70100,10295316
2021-10-28,69500,72200,69500,70700,70700,20644902
2021-10-29,71200,71600,69700,69800,69800,17016151
2021-11-01,70200,70600,69900,69900,69900,11503729
2021-11-02,70800,72200,70700,71500,71500,16812570
2021-11-03,71700,71700,70100,70400,70400,12770428
2021-11-04,71200,71600,70500,70600,70600,11818987
2021-11-05,71600,71600,70200,70200,70200,12667743
2021-11-08,70400,70600,69800,70600,70600,11121981
2021-11-09,70300,71000,70100,70500,70500,11159589
2021-11-10,70300,70900,70200,70200,70200,9422009
2021-11-11,69900,70000,69600,69900,69900,11489122
2021-11-12,70200,70900,69900,70600,70600,10087450
2021-11-15,71700,71900,70900,71400,71400,12420710
2021-11-16,71500,72000,71300,71300,71300,10919239
2021-11-17,71300,71600,70600,70700,70700,11027606
2021-11-18,70700,71000,70200,70200,70200,10144957
2021-11-19,70400,71400,70100,71200,71200,11954728
2021-11-22,73300,75200,73000,74900,74900,27506623
2021-11-23,76000,76000,74500,75300,75300,22029195
2021-11-24,76000,76200,74100,74800,74800,15652305
2021-11-25,75100,75100,73600,73700,73700,12559258
2021-11-26,73500,74100,72000,72300,72300,13002242
2021-11-29,71700,73000,71400,72300,72300,16682559
2021-11-30,73200,73900,70500,71300,71300,30364841
2021-12-01,72000,74800,71600,74400,74400,21954856
2021-12-02,73900,75800,73800,75800,75800,23467264
